"CountryCode","SeriesCode","DESCRIPTION",
"TLS","MS.MIL.XPND.ZS","2007 SIPRI estimates.",
"TLS","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"TLS","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"TLS","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TLS","NY.GDP.PCAP.PP.CD","Estimates are based on regression.",
"TLS","NY.GNP.PCAP.PP.KD","Estimates are based on regression.",
"TON","SM.POP.NETM","Data source: United Nations World Population Prospects",
"TON","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"TON","IT.CEL.SETS","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.",
"TON","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TON","SG.GEN.PARL.ZS","No women were elected in 2008, however one woman was appointed to the Cabinet. As cabinet ministers also sit in parliament, there is one woman out of a total of 32 members.",
"TON","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1999, 2000 Source: National Reserve Bank of Tonga.",
"TON","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"TON","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TON","SP.POP.GROW","Data source: United Nations World Population Prospects",
"TON","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TON","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TON","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2020 are based on reports provided by the country.  Long-term private nonguaranteed debt data are not available.  Short-term debt for 2020 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and participating in 2020.",
"TON","IT.MLT.MAIN.P2","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.",
"TON","IT.NET.BBND","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.",
"TON","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TON","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"TON","IT.NET.BBND.P2","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.",
"TON","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TON","IT.MLT.MAIN","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.",
"TON","IT.CEL.SETS.P2","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.",
"TON","IT.NET.USER.ZS","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.",
"TON","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TON","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TON","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TON","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"TON","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"TON","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TON","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"TON","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"TON","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TON","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TTO","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TTO","IT.CEL.SETS.P2","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.",
"TTO","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TTO","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"TTO","SP.POP.GROW","Data source: United Nations World Population Prospects",
"TTO","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TTO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TTO","IT.CEL.SETS","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.",
"TTO","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TTO","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"TTO","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TTO","SM.POP.NETM","Data source: United Nations World Population Prospects",
"TTO","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TTO","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"TTO","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"TTO","MS.MIL.XPND.CN","1968-1975 highly uncertain data.",
"TTO","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TTO","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TTO","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TTO","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"TTO","IT.NET.BBND","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.",
"TTO","MS.MIL.XPND.CD","1968-1975 highly uncertain data.",
"TTO","IT.MLT.MAIN.P2","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.",
"TTO","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TTO","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TTO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TTO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TTO","IT.NET.USER.ZS","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.",
"TTO","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"TTO","IT.MLT.MAIN","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.",
"TTO","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TTO","IT.NET.BBND.P2","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.",
"TUN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUN","IT.NET.BBND","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.",
"TUN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TUN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUN","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"TUN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"TUN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TUN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TUN","IT.NET.USER.ZS","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.",
"TUN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"TUN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TUN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TUN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUN","IT.CEL.SETS.P2","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.",
"TUN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"TUN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUN","IT.CEL.SETS","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.",
"TUN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"TUN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TUN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"TUN","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. From 2009 including nationals residing abroad.",
"TUN","MS.MIL.XPND.CN","1960-1964 SIPRI estimates.",
"TUN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TUN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TUN","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"TUN","MS.MIL.XPND.CD","1960-1964 SIPRI estimates.",
"TUN","IT.NET.BBND.P2","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.",
"TUN","IT.MLT.MAIN.P2","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.",
"TUN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2020 are based on reports provided by the country. Short-term debt data for 2020 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"TUN","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"TUN","IT.MLT.MAIN","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.",
"TUN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TUN","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"TUR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"TUR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"TUR","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. From 2007 Turkish citizens resident abroad are included.",
"TUR","IT.MLT.MAIN.P2","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.",
"TUR","IT.NET.BBND","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.",
"TUR","IS.RRS.PASG.KM","Source: OECD",
"TUR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"TUR","IS.RRS.GOOD.MT.K6","Source: OECD",
"TUR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TUR","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"TUR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TUR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TUR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2020 are based on reports provided by the country. Short-term debt data for 2020 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"TUR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 2001, 2002: country data. From 2001 including expenditure of the nationals residing abroad.",
"TUR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TUR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TUR","IT.NET.BBND.P2","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.",
"TUR","IT.NET.USER.ZS","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.",
"TUR","IT.MLT.MAIN","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.",
"TUR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TUR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TUR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TUR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"TUR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"TUR","IT.CEL.SETS.P2","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.",
"TUR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"TUR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TUR","IT.CEL.SETS","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.",
"TUV","IT.CEL.SETS","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports",
"TUV","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUV","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"TUV","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUV","IT.NET.BBND.P2","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports",
"TUV","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUV","SP.POP.GROW","Data source: United Nations World Population Prospects",
"TUV","IT.MLT.MAIN.P2","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports",
"TUV","IT.CEL.SETS.P2","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports",
"TUV","IT.NET.BBND","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports",
"TUV","IT.MLT.MAIN","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports",
"TUV","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TUV","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. 2015-2018 Source: South Pacific Tourism Organisation - Regional Tourism Resource Centre",
"TUV","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TUV","IT.NET.USER.ZS","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports",
"TUV","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"TZA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TZA","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"TZA","IT.MLT.MAIN","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.",
"TZA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"TZA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TZA","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"TZA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2020 are based on reports provided by the country. Short-term debt for 2020 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief. DSSI eligible and participating, but with no deferred payments reported in 2020.",
"TZA","SP.DYN.TO65.FE.ZS","Including Zanzibar.",
"TZA","MS.MIL.XPND.CD","1967-2002 SIPRI estimates.",
"TZA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TZA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TZA","NY.GDP.PCAP.PP.KD","Covers mainland Tanzania only.",
"TZA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Zanzibar.",
"TZA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TZA","IT.CEL.SETS.P2","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.",
"TZA","SP.ADO.TFRT","Including Zanzibar.",
"TZA","IT.NET.BBND.P2","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.",
"TZA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"TZA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TZA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TZA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"TZA","NY.GDP.PCAP.PP.CD","Covers mainland Tanzania only.",
"TZA","IT.NET.USER.ZS","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.",
"TZA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TZA","NY.GDP.PCAP.CD","Covers mainland Tanzania only.",
"TZA","NY.GDP.PCAP.CN","Covers mainland Tanzania only.",
"TZA","NY.GDP.PCAP.KD","Covers mainland Tanzania only.",
"TZA","NY.GDP.PCAP.KD.ZG","Covers mainland Tanzania only.",
"TZA","NY.GDP.PCAP.KN","Covers mainland Tanzania only.",
"TZA","SP.POP.1564.FE.ZS","Including Zanzibar.",
"TZA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"TZA","SP.POP.TOTL.MA.ZS","Including Zanzibar.",
"TZA","SP.POP.0014.TO.ZS","Including Zanzibar.",
"TZA","SP.POP.1564.TO.ZS","Including Zanzibar.",
"TZA","SP.POP.TOTL.FE.ZS","Including Zanzibar.",
"TZA","SP.POP.65UP.FE.ZS","Including Zanzibar.",
"TZA","SP.POP.0014.MA.ZS","Including Zanzibar.",
"TZA","SP.POP.65UP.MA.ZS","Including Zanzibar.",
"TZA","NY.GNP.PCAP.PP.KD","Covers mainland Tanzania only.",
"TZA","SP.POP.65UP.TO.ZS","Including Zanzibar.",
"TZA","SP.POP.0014.FE.ZS","Including Zanzibar.",
"TZA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TZA","MS.MIL.XPND.ZS","1991-2002 SIPRI estimates.",
"TZA","DT.DOD.DPPG.CD","Data include debt liabilities of Zanzibar.",
"TZA","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"TZA","NE.CON.PRVT.PC.KD","Covers mainland Tanzania only.",
"TZA","IT.NET.BBND","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.",
"TZA","IT.MLT.MAIN.P2","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.",
"TZA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TZA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"TZA","NY.GNP.PCAP.PP.CD","Covers mainland Tanzania only.",
"TZA","NE.CON.PRVT.PC.KD.ZG","Covers mainland Tanzania only.",
"TZA","IT.CEL.SETS","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.",
"TZA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TZA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"TZA","NY.GNP.PCAP.KN","Covers mainland Tanzania only.",
"TZA","NY.GNP.PCAP.KD.ZG","Covers mainland Tanzania only.",
"TZA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Zanzibar.",
"TZA","NY.GNP.PCAP.KD","Covers mainland Tanzania only.",
"TZA","NY.GNP.PCAP.CN","Covers mainland Tanzania only.",
"TZA","NY.GNP.PCAP.CD","Covers mainland Tanzania only.",
"TZA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"TZA","SP.POP.BRTH.MF","Including Zanzibar.",
"TZA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"TZA","MS.MIL.XPND.CN","1967-2002 SIPRI estimates.",
"TZA","NY.GNP.MKTP.PP.KD","Covers mainland Tanzania only.",
"TZA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TZA","SP.POP.1564.MA.ZS","Including Zanzibar.",
"TZA","SP.DYN.TO65.MA.ZS","Including Zanzibar.",
"UGA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"UGA","MS.MIL.XPND.CD","2015-2017 SIPRI estimates.",
"UGA","IT.CEL.SETS","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC).",
"UGA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"UGA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"UGA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"UGA","IT.CEL.SETS.P2","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC).",
"UGA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UGA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"UGA","IT.MLT.MAIN.P2","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC).",
"UGA","IT.NET.USER.ZS","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC).",
"UGA","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"UGA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"UGA","IT.MLT.MAIN","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC).",
"UGA","MS.MIL.XPND.ZS","2015-2018 SIPRI estimates.",
"UGA","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders.",
"UGA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"UGA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"UGA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"UGA","MS.MIL.XPND.CN","2015-2018 SIPRI estimates.",
"UGA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"UGA","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"UGA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"UGA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2020 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2020 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief.DSSI eligible and participating, but with no deferred payments reported in 2020.",
"UGA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UGA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"UGA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"UGA","IT.NET.BBND.P2","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC).",
"UGA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"UGA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UGA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"UGA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UGA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UGA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UGA","IT.NET.BBND","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC).",
"UKR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UKR","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"UKR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"UKR","IS.RRS.GOOD.MT.K6","Source: OECD",
"UKR","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"UKR","IT.CEL.SETS.P2","State Department of Communications & Information Technology.",
"UKR","SP.DYN.LE00.MA.IN","Data source: State Statistics Committee of Ukraine, United Nations World Population Prospects",
"UKR","IT.NET.USER.ZS","State Department of Communications & Information Technology.",
"UKR","IT.NET.BBND.P2","State Department of Communications & Information Technology.",
"UKR","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"UKR","SP.DYN.LE00.FE.IN","Data source: State Statistics Committee of Ukraine, United Nations World Population Prospects",
"UKR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"UKR","MS.MIL.XPND.CD","2009-2019 SIPRI estimates.",
"UKR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UKR","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"UKR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UKR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"UKR","IT.NET.BBND","State Department of Communications & Information Technology.",
"UKR","IT.MLT.MAIN.P2","State Department of Communications & Information Technology.",
"UKR","IT.MLT.MAIN","State Department of Communications & Information Technology.",
"UKR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UKR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UKR","IS.RRS.PASG.KM","Source: OECD",
"UKR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"UKR","SP.POP.TOTL","Data source: State Statistics Committee of Ukraine, United Nations World Population Prospects, Council of Europe, United Nations Population and Vital Statistics Report",
"UKR","MS.MIL.XPND.ZS","2009-2019 SIPRI estimates.",
"UKR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"UKR","SP.DYN.TFRT.IN","Data source: State Statistics Committee of Ukraine",
"UKR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2020 are based on reports provided by the country. Short-term debt data for 2020 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"UKR","MS.MIL.XPND.CN","2009-2019 SIPRI estimates.",
"UKR","SP.DYN.CBRT.IN","Data source: State Statistics Committee of Ukraine, United Nations World Population Prospects",
"UKR","SP.DYN.CDRT.IN","Data source: State Statistics Committee of Ukraine, United Nations World Population Prospects",
"UKR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"UKR","SP.POP.GROW","Data source: State Statistics Committee of Ukraine, United Nations World Population Prospects, Council of Europe, United Nations Population and Vital Statistics Report",
"UKR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"UKR","IT.CEL.SETS","State Department of Communications & Information Technology.",
"UMC","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
